Series_reference,Period,Data_value,STATUS,UNITS,Magnitude,Subject,Grouperis,Series_title_1,Series_title_2,Series_title_3,Series_title_4
WTSQSFA1CA,199503,236869,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199506,210044,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199509,207021,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199512,228477,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199603,213476,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199606,203845,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199609,203117,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199612,226397,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199703,199705,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199706,202513,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199709,200955,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199712,219921,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199803,208128,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199806,207451,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199809,194592,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199812,217462,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199903,204111,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199906,208681,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199909,218979,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,199912,228529,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200003,222268,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200006,228139,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200009,231449,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200012,272507,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200103,245579,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200106,265611,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200109,265437,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200112,274546,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200203,265262,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200206,268244,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200209,272865,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200212,282927,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200303,254422,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200306,255836,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200309,257608,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200312,281278,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200403,255385,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200406,283901,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200409,294486,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200412,312786,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200503,286678,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200506,313688,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200509,319108,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200512,336875,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200603,315973,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200606,332603,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200609,364439,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200612,372687,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200703,340954,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200706,359018,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200709,375105,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200712,413079,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200803,384542,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200806,41687,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200809,429596,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200812,438839,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200903,351989,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200906,34702,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200909,36408,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,200912,39151,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201003,352819,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201006,382329,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201009,412792,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201012,471556,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201103,439669,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201106,448204,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201109,478319,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201112,512604,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201203,456535,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201206,46174,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201209,46256,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201212,515975,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201303,450909,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201306,446155,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201309,469845,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201312,530617,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201403,494539,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201406,497797,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201409,513946,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201412,564881,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201503,48543,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201506,476638,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201509,5110743,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201512,5434482,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201603,4622498,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201606,4692955,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201609,5028472,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201612,5503411,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201703,4991618,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201706,5146375,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201709,5646508,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201712,653557,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201803,5561831,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201806,5754562,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201809,6328241,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201812,6853994,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201903,5989659,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201906,608438,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201909,6318721,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,201912,6916552,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,202003,5969353,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,202006,5136488,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,202009,6487489,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,202012,7017226,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,202103,643711,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,202106,6997778,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,202109,7319495,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,202112,9067423,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,202203,801383,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,202206,11731655,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CA,202209,12197497,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted
WTSQSFA1CS,199503,238755,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199506,2159985,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199509,2138235,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199512,2139998,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199603,2154536,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199606,2094048,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199609,2094004,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199612,2125134,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199703,2020123,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199706,2072536,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199709,2069848,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199712,2065864,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199803,2117186,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199806,2112592,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199809,1996679,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199812,2051059,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199903,2084846,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199906,2115605,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199909,2239527,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,199912,2160369,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,200003,2280618,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,200006,2309472,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,200009,2350883,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,200012,2586001,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,200103,2529395,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,200106,2686235,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
WTSQSFA1CS,200109,2683007,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted
